raceId,year,Age
1,2009,28.15
2,2009,28.15
3,2009,28.15
4,2009,28.15
5,2009,28.15
6,2009,28.15
7,2009,28.15
8,2009,28.15
9,2009,28.15
10,2009,27.6
11,2009,28.05
12,2009,28.05
13,2009,27.6
14,2009,27.6
15,2009,27.6
16,2009,27.4
17,2009,27.4
18,2008,28.181818181818183
19,2008,28.181818181818183
20,2008,28.181818181818183
21,2008,28.181818181818183
22,2008,28.0
23,2008,28.0
24,2008,28.0
25,2008,28.0
26,2008,28.0
27,2008,28.0
28,2008,28.0
29,2008,28.0
30,2008,28.0
31,2008,28.0
32,2008,28.0
33,2008,28.0
34,2008,28.0
35,2008,28.0
36,2007,28.40909090909091
37,2007,28.40909090909091
38,2007,28.40909090909091
39,2007,28.40909090909091
40,2007,28.40909090909091
41,2007,28.40909090909091
42,2007,28.272727272727273
43,2007,28.40909090909091
44,2007,28.40909090909091
45,2007,28.363636363636363
46,2007,28.09090909090909
47,2007,28.09090909090909
48,2007,28.09090909090909
49,2007,28.09090909090909
50,2007,28.09090909090909
51,2007,28.09090909090909
52,2007,27.59090909090909
53,2006,29.09090909090909
54,2006,29.09090909090909
55,2006,29.09090909090909
56,2006,29.09090909090909
57,2006,28.954545454545453
58,2006,28.954545454545453
59,2006,28.954545454545453
60,2006,28.954545454545453
61,2006,28.954545454545453
62,2006,28.954545454545453
63,2006,29.136363636363637
64,2006,28.954545454545453
65,2006,28.363636363636363
66,2006,28.363636363636363
67,2006,28.363636363636363
68,2006,28.454545454545453
69,2006,28.454545454545453
70,2006,28.454545454545453
71,2005,28.7
72,2005,28.6
73,2005,28.9
74,2005,28.9
75,2005,29.11111111111111
76,2005,29.11111111111111
77,2005,28.85
78,2005,28.7
79,2005,28.65
80,2005,28.7
81,2005,28.7
82,2005,28.65
83,2005,28.65
84,2005,28.65
85,2005,28.5
86,2005,28.5
87,2005,28.5
88,2005,28.5
89,2005,28.5
90,2004,27.85
91,2004,27.85
92,2004,27.85
93,2004,27.85
94,2004,27.85
95,2004,27.85
96,2004,27.85
97,2004,27.7
98,2004,27.85
99,2004,27.9
100,2004,27.9
101,2004,27.6
102,2004,27.45
103,2004,27.45
104,2004,27.45
105,2004,27.7
106,2004,27.8
107,2004,27.3
108,2003,28.8
109,2003,28.8
110,2003,28.8
111,2003,28.8
112,2003,28.8
113,2003,28.8
114,2003,28.8
115,2003,28.8
116,2003,28.8
117,2003,28.8
118,2003,28.8
119,2003,28.9
120,2003,28.6
121,2003,28.65
122,2003,28.9
123,2003,28.6
124,2002,28.90909090909091
125,2002,28.90909090909091
126,2002,28.90909090909091
127,2002,28.90909090909091
128,2002,28.90909090909091
129,2002,28.90909090909091
130,2002,28.90909090909091
131,2002,28.90909090909091
132,2002,28.90909090909091
133,2002,29.047619047619047
134,2002,28.90909090909091
135,2002,29.047619047619047
136,2002,28.7
137,2002,28.7
138,2002,28.85
139,2002,29.55
140,2002,28.85
141,2001,28.136363636363637
142,2001,28.136363636363637
143,2001,28.136363636363637
144,2001,28.136363636363637
145,2001,28.318181818181817
146,2001,28.318181818181817
147,2001,28.318181818181817
148,2001,27.90909090909091
149,2001,28.318181818181817
150,2001,28.318181818181817
151,2001,28.318181818181817
152,2001,27.90909090909091
153,2001,28.318181818181817
154,2001,28.318181818181817
155,2001,28.272727272727273
156,2001,28.272727272727273
157,2001,28.272727272727273
158,2000,28.727272727272727
159,2000,28.727272727272727
160,2000,28.727272727272727
161,2000,28.727272727272727
162,2000,28.727272727272727
163,2000,29.0
164,2000,28.727272727272727
165,2000,28.727272727272727
166,2000,28.727272727272727
167,2000,28.272727272727273
168,2000,28.727272727272727
169,2000,28.727272727272727
170,2000,28.727272727272727
171,2000,28.727272727272727
172,2000,28.727272727272727
173,2000,28.727272727272727
174,2000,28.727272727272727
175,1999,29.227272727272727
176,1999,29.045454545454547
177,1999,29.681818181818183
178,1999,29.681818181818183
179,1999,29.681818181818183
180,1999,29.227272727272727
181,1999,29.227272727272727
182,1999,29.227272727272727
183,1999,29.363636363636363
184,1999,29.363636363636363
185,1999,29.363636363636363
186,1999,29.363636363636363
187,1999,29.363636363636363
188,1999,29.363636363636363
189,1999,29.227272727272727
190,1999,29.227272727272727
191,1998,28.318181818181817
192,1998,28.318181818181817
193,1998,28.318181818181817
194,1998,28.318181818181817
195,1998,28.238095238095237
196,1998,28.318181818181817
197,1998,28.318181818181817
198,1998,28.363636363636363
199,1998,28.363636363636363
200,1998,28.363636363636363
201,1998,28.285714285714285
202,1998,28.285714285714285
203,1998,28.363636363636363
204,1998,28.363636363636363
205,1998,28.363636363636363
206,1998,28.363636363636363
207,1997,29.041666666666668
208,1997,28.954545454545453
209,1997,28.954545454545453
210,1997,28.954545454545453
211,1997,28.954545454545453
212,1997,28.772727272727273
213,1997,28.09090909090909
214,1997,27.318181818181817
215,1997,27.318181818181817
216,1997,28.0
217,1997,28.318181818181817
218,1997,28.318181818181817
219,1997,28.318181818181817
220,1997,28.318181818181817
221,1997,28.681818181818183
222,1997,28.681818181818183
223,1997,28.363636363636363
224,1996,29.0
225,1996,28.863636363636363
226,1996,28.863636363636363
227,1996,29.0
228,1996,29.0
229,1996,29.0
230,1996,29.0
231,1996,29.0
232,1996,29.0
233,1996,29.0
234,1996,29.8
235,1996,29.8
236,1996,29.8
237,1996,29.8
238,1996,29.8
239,1996,29.8
240,1995,29.423076923076923
241,1995,29.423076923076923
242,1995,29.923076923076923
243,1995,29.96153846153846
244,1995,29.423076923076923
245,1995,29.75
246,1995,29.75
247,1995,29.708333333333332
248,1995,29.833333333333332
249,1995,29.416666666666668
250,1995,29.416666666666668
251,1995,29.416666666666668
252,1995,29.208333333333332
253,1995,29.25
254,1995,29.041666666666668
255,1995,29.291666666666668
256,1995,29.333333333333332
257,1994,29.142857142857142
258,1994,29.321428571428573
259,1994,29.571428571428573
260,1994,29.23076923076923
261,1994,29.14814814814815
262,1994,29.333333333333332
263,1994,29.821428571428573
264,1994,29.178571428571427
265,1994,29.178571428571427
266,1994,29.678571428571427
267,1994,29.607142857142858
268,1994,29.571428571428573
269,1994,29.464285714285715
270,1994,29.678571428571427
271,1994,29.642857142857142
272,1994,29.5
273,1993,30.653846153846153
274,1993,30.653846153846153
275,1993,30.884615384615383
276,1993,30.884615384615383
277,1993,30.884615384615383
278,1993,30.884615384615383
279,1993,30.884615384615383
280,1993,30.884615384615383
281,1993,30.96153846153846
282,1993,30.96153846153846
283,1993,30.96153846153846
284,1993,30.96153846153846
285,1993,30.423076923076923
286,1993,30.076923076923077
287,1993,30.541666666666668
288,1993,30.541666666666668
289,1992,30.0
290,1992,30.0
291,1992,30.0
292,1992,30.09375
293,1992,30.09375
294,1992,30.09375
295,1992,30.06451612903226
296,1992,29.966666666666665
297,1992,30.25
298,1992,30.25
299,1992,30.322580645161292
300,1992,29.933333333333334
301,1992,29.785714285714285
302,1992,29.73076923076923
303,1992,30.153846153846153
304,1992,30.153846153846153
305,1991,30.41176470588235
306,1991,30.41176470588235
307,1991,30.205882352941178
308,1991,30.205882352941178
309,1991,30.352941176470587
310,1991,30.352941176470587
311,1991,30.352941176470587
312,1991,30.352941176470587
313,1991,30.0
314,1991,30.0
315,1991,29.91176470588235
316,1991,29.794117647058822
317,1991,29.91176470588235
318,1991,29.696969696969695
319,1991,29.46875
320,1991,29.40625
321,1990,30.17142857142857
322,1990,30.17142857142857
323,1990,30.34285714285714
324,1990,30.34285714285714
325,1990,30.34285714285714
326,1990,30.34285714285714
327,1990,30.34285714285714
328,1990,30.34285714285714
329,1990,30.34285714285714
330,1990,30.34285714285714
331,1990,30.696969696969695
332,1990,30.696969696969695
333,1990,30.696969696969695
334,1990,30.696969696969695
335,1990,30.233333333333334
336,1990,30.233333333333334
337,2010,28.458333333333332
338,2010,28.458333333333332
339,2010,28.458333333333332
340,2010,28.458333333333332
341,2010,28.458333333333332
342,2010,28.458333333333332
343,2010,28.458333333333332
344,2010,28.458333333333332
345,2010,28.458333333333332
346,2010,28.5
347,2010,28.541666666666668
348,2010,28.541666666666668
349,2010,28.541666666666668
350,2010,28.541666666666668
351,2010,28.25
352,2010,28.291666666666668
353,2010,28.291666666666668
354,2010,28.25
355,2010,28.25
356,1989,30.44736842105263
357,1989,30.358974358974358
358,1989,30.36842105263158
359,1989,30.358974358974358
360,1989,30.358974358974358
361,1989,30.358974358974358
362,1989,29.871794871794872
363,1989,30.102564102564102
364,1989,30.44736842105263
365,1989,30.307692307692307
366,1989,30.256410256410255
367,1989,30.53846153846154
368,1989,30.435897435897434
369,1989,30.105263157894736
370,1989,30.333333333333332
371,1989,30.333333333333332
372,1988,30.322580645161292
373,1988,30.533333333333335
374,1988,30.322580645161292
375,1988,30.322580645161292
376,1988,30.322580645161292
377,1988,30.29032258064516
378,1988,30.29032258064516
379,1988,30.29032258064516
380,1988,30.29032258064516
381,1988,30.29032258064516
382,1988,30.096774193548388
383,1988,30.451612903225808
384,1988,30.29032258064516
385,1988,30.29032258064516
386,1988,30.322580645161292
387,1988,30.29032258064516
388,1987,29.82608695652174
389,1987,30.296296296296298
390,1987,30.5
391,1987,30.5
392,1987,30.5
393,1987,30.5
394,1987,30.5
395,1987,30.5
396,1987,30.5
397,1987,30.5
398,1987,30.178571428571427
399,1987,30.576923076923077
400,1987,30.22222222222222
401,1987,30.46153846153846
402,1987,30.37037037037037
403,1987,30.0
404,1986,31.76
405,1986,31.76
406,1986,31.76923076923077
407,1986,31.96
408,1986,31.92
409,1986,31.8
410,1986,31.192307692307693
411,1986,31.53846153846154
412,1986,31.53846153846154
413,1986,31.115384615384617
414,1986,31.115384615384617
415,1986,31.115384615384617
416,1986,30.703703703703702
417,1986,30.814814814814813
418,1986,31.08
419,1986,31.115384615384617
420,1985,30.8
421,1985,30.384615384615383
422,1985,30.384615384615383
423,1985,30.6
424,1985,30.6
425,1985,30.6
426,1985,30.53846153846154
427,1985,30.53846153846154
428,1985,30.40740740740741
429,1985,30.333333333333332
430,1985,30.423076923076923
431,1985,30.96153846153846
432,1985,30.375
433,1985,30.692307692307693
434,1985,30.333333333333332
435,1985,30.72
436,1984,30.14814814814815
437,1984,30.14814814814815
438,1984,30.14814814814815
439,1984,30.142857142857142
440,1984,30.23076923076923
441,1984,29.925925925925927
442,1984,29.53846153846154
443,1984,30.14814814814815
444,1984,29.923076923076923
445,1984,30.25
446,1984,30.185185185185187
447,1984,30.037037037037038
448,1984,30.333333333333332
449,1984,30.22222222222222
450,1984,30.153846153846153
451,1984,30.25925925925926
452,1983,30.107142857142858
453,1983,30.5
454,1983,30.275862068965516
455,1983,30.107142857142858
456,1983,30.107142857142858
457,1983,30.107142857142858
458,1983,30.14814814814815
459,1983,30.142857142857142
460,1983,29.896551724137932
461,1983,29.896551724137932
462,1983,29.896551724137932
463,1983,29.896551724137932
464,1983,29.896551724137932
465,1983,29.896551724137932
466,1983,30.307692307692307
467,1982,30.06451612903226
468,1982,30.06451612903226
469,1982,30.129032258064516
470,1982,29.428571428571427
471,1982,29.65625
472,1982,29.580645161290324
473,1982,29.724137931034484
474,1982,29.896551724137932
475,1982,29.677419354838708
476,1982,29.666666666666668
477,1982,29.896551724137932
478,1982,29.17241379310345
479,1982,29.275862068965516
480,1982,29.275862068965516
481,1982,29.7
482,1982,29.7
483,1981,29.413793103448278
484,1981,29.733333333333334
485,1981,29.79310344827586
486,1981,29.8125
487,1981,30.0
488,1981,30.0
489,1981,30.166666666666668
490,1981,29.724137931034484
491,1981,29.9
492,1981,29.9
493,1981,30.0
494,1981,29.9
495,1981,29.9
496,1981,29.866666666666667
497,1981,29.866666666666667
498,1980,30.892857142857142
499,1980,30.892857142857142
500,1980,31.071428571428573
501,1980,31.25925925925926
502,1980,30.703703703703702
503,1980,30.703703703703702
504,1980,30.703703703703702
505,1980,30.296296296296298
506,1980,30.26923076923077
507,1980,30.076923076923077
508,1980,30.103448275862068
509,1980,30.321428571428573
510,1980,29.25
511,1980,29.11111111111111
512,1979,31.0
513,1979,31.0
514,1979,31.0
515,1979,31.0
516,1979,30.925925925925927
517,1979,30.785714285714285
518,1979,31.04
519,1979,30.814814814814813
520,1979,30.96153846153846
521,1979,30.76923076923077
522,1979,30.692307692307693
523,1979,30.96153846153846
524,1979,31.25
525,1979,31.166666666666668
526,1979,31.066666666666666
527,1978,31.22222222222222
528,1978,30.964285714285715
529,1978,30.933333333333334
530,1978,31.3
531,1978,31.366666666666667
532,1978,31.266666666666666
533,1978,31.655172413793103
534,1978,31.62962962962963
535,1978,31.103448275862068
536,1978,31.133333333333333
537,1978,31.3
538,1978,31.032258064516128
539,1978,31.0
540,1978,31.375
541,1978,30.703703703703702
542,1978,30.214285714285715
543,1977,31.476190476190474
544,1977,31.272727272727273
545,1977,31.304347826086957
546,1977,31.681818181818183
547,1977,31.258064516129032
548,1977,30.807692307692307
549,1977,30.387096774193548
550,1977,30.838709677419356
551,1977,30.6
552,1977,31.13888888888889
553,1977,30.620689655172413
554,1977,30.8
555,1977,30.647058823529413
556,1977,30.41176470588235
557,1977,31.22222222222222
558,1977,30.88888888888889
559,1977,31.08695652173913
560,1976,30.772727272727273
561,1976,30.72
562,1976,30.555555555555557
563,1976,30.333333333333332
564,1976,30.551724137931036
565,1976,30.64
566,1976,30.59259259259259
567,1976,30.5
568,1976,31.233333333333334
569,1976,31.5
570,1976,30.88
571,1976,31.22222222222222
572,1976,31.03448275862069
573,1976,30.814814814814813
574,1976,30.37037037037037
575,1976,30.23076923076923
576,1975,31.608695652173914
577,1975,31.608695652173914
578,1975,31.607142857142858
579,1975,30.46153846153846
580,1975,31.23076923076923
581,1975,30.416666666666668
582,1975,30.307692307692307
583,1975,30.28
584,1975,30.73076923076923
585,1975,30.178571428571427
586,1975,30.307692307692307
587,1975,30.3
588,1975,29.857142857142858
589,1975,29.833333333333332
590,1974,30.96
591,1974,30.96
592,1974,31.48148148148148
593,1974,30.88888888888889
594,1974,31.03125
595,1974,31.071428571428573
596,1974,31.25925925925926
597,1974,30.703703703703702
598,1974,30.766666666666666
599,1974,31.0
600,1974,30.59375
601,1974,30.612903225806452
602,1974,31.096774193548388
603,1974,30.8
604,1974,30.533333333333335
605,1973,31.05263157894737
606,1973,31.3
607,1973,31.48
608,1973,32.27272727272727
609,1973,32.0
610,1973,31.24
611,1973,32.04761904761905
612,1973,30.96
613,1973,30.724137931034484
614,1973,31.333333333333332
615,1973,31.727272727272727
616,1973,31.82608695652174
617,1973,31.4
618,1973,31.03846153846154
619,1973,30.928571428571427
620,1972,31.136363636363637
621,1972,31.615384615384617
622,1972,31.192307692307693
623,1972,30.8
624,1972,30.64
625,1972,30.8
626,1972,30.807692307692307
627,1972,30.925925925925927
628,1972,30.72
629,1972,31.185185185185187
630,1972,31.25
631,1972,30.70967741935484
632,1971,32.76
633,1971,31.227272727272727
634,1971,31.454545454545453
635,1971,31.565217391304348
636,1971,30.956521739130434
637,1971,30.916666666666668
638,1971,31.391304347826086
639,1971,30.727272727272727
640,1971,30.541666666666668
641,1971,31.53846153846154
642,1971,32.06896551724138
643,1970,31.82608695652174
644,1970,31.09090909090909
645,1970,30.571428571428573
646,1970,30.294117647058822
647,1970,31.083333333333332
648,1970,31.391304347826086
649,1970,31.304347826086957
650,1970,30.64
651,1970,29.666666666666668
652,1970,30.333333333333332
653,1970,30.6
654,1970,31.22222222222222
655,1970,31.0
656,1969,33.166666666666664
657,1969,31.285714285714285
658,1969,31.375
659,1969,31.4
660,1969,30.153846153846153
661,1969,30.705882352941178
662,1969,31.571428571428573
663,1969,31.066666666666666
664,1969,32.6
665,1969,31.27777777777778
666,1969,30.58823529411765
667,1968,33.0
668,1968,31.071428571428573
669,1968,31.77777777777778
670,1968,30.833333333333332
671,1968,30.94736842105263
672,1968,30.88235294117647
673,1968,30.65
674,1968,30.85
675,1968,30.863636363636363
676,1968,31.0
677,1968,31.6
678,1968,31.0
679,1967,33.72222222222222
680,1967,31.105263157894736
681,1967,31.58823529411765
682,1967,32.27777777777778
683,1967,31.4
684,1967,30.904761904761905
685,1967,30.75
686,1967,30.833333333333332
687,1967,31.5
688,1967,31.22222222222222
689,1967,31.105263157894736
690,1966,32.25
691,1966,32.44444444444444
692,1966,32.11764705882353
693,1966,31.85
694,1966,32.588235294117645
695,1966,32.78947368421053
696,1966,32.27272727272727
697,1966,31.842105263157894
698,1966,31.944444444444443
699,1965,31.483870967741936
700,1965,30.41176470588235
701,1965,31.157894736842106
702,1965,30.235294117647058
703,1965,31.73913043478261
704,1965,30.764705882352942
705,1965,31.095238095238095
706,1965,30.91304347826087
707,1965,30.5
708,1965,30.57894736842105
709,1964,31.869565217391305
710,1964,30.5
711,1964,31.555555555555557
712,1964,31.58823529411765
713,1964,31.28
714,1964,32.08695652173913
715,1964,30.0
716,1964,31.833333333333332
717,1964,31.25
718,1964,30.36842105263158
719,1963,31.28
720,1963,30.333333333333332
721,1963,30.19047619047619
722,1963,30.958333333333332
723,1963,30.615384615384617
724,1963,32.10344827586207
725,1963,31.333333333333332
726,1963,31.166666666666668
727,1963,30.24
728,1963,30.130434782608695
729,1962,30.59090909090909
730,1962,30.5
731,1962,30.26923076923077
732,1962,30.545454545454547
733,1962,30.846153846153847
734,1962,30.161290322580644
735,1962,31.258064516129032
736,1962,30.75
737,1962,31.0
738,1961,30.904761904761905
739,1961,29.88235294117647
740,1961,30.615384615384617
741,1961,31.387096774193548
742,1961,30.09375
743,1961,30.939393939393938
744,1961,31.743589743589745
745,1961,31.047619047619047
746,1960,33.26086956521739
747,1960,30.833333333333332
748,1960,35.42424242424242
749,1960,29.952380952380953
750,1960,29.263157894736842
751,1960,30.956521739130434
752,1960,31.12
753,1960,29.4
754,1960,35.23529411764706
755,1960,32.04347826086956
756,1959,32.416666666666664
757,1959,35.57575757575758
758,1959,32.0
759,1959,31.318181818181817
760,1959,30.1
761,1959,30.266666666666666
762,1959,31.3125
763,1959,32.666666666666664
764,1959,31.842105263157894
765,1958,36.1
766,1958,33.516129032258064
767,1958,31.444444444444443
768,1958,33.90909090909091
769,1958,31.57894736842105
770,1958,31.954545454545453
771,1958,31.65
772,1958,31.115384615384617
773,1958,31.666666666666668
774,1958,31.636363636363637
775,1958,32.12
776,1957,32.1764705882353
777,1957,33.608695652173914
778,1957,33.90909090909091
779,1957,33.75
780,1957,33.5
781,1957,31.708333333333332
782,1957,33.125
783,1957,33.0
784,1956,34.6875
785,1956,35.285714285714285
786,1956,33.6764705882353
787,1956,36.125
788,1956,33.68181818181818
789,1956,33.166666666666664
790,1956,34.40909090909091
791,1956,34.55172413793103
792,1955,35.457142857142856
793,1955,35.80769230769231
794,1955,33.57142857142857
795,1955,36.23529411764706
796,1955,35.625
797,1955,34.214285714285715
798,1955,35.95652173913044
799,1954,36.388888888888886
800,1954,33.054545454545455
801,1954,33.46666666666667
802,1954,35.27272727272727
803,1954,35.11764705882353
804,1954,35.791666666666664
805,1954,32.470588235294116
806,1954,33.09090909090909
807,1954,34.30434782608695
808,1953,35.588235294117645
809,1953,33.02127659574468
810,1953,35.3
811,1953,36.714285714285715
812,1953,36.96
813,1953,35.03703703703704
814,1953,36.44444444444444
815,1953,39.36363636363637
816,1953,37.16129032258065
817,1952,37.31818181818182
818,1952,33.333333333333336
819,1952,35.45454545454545
820,1952,37.54545454545455
821,1952,35.4375
822,1952,39.6
823,1952,34.0
824,1952,37.25714285714286
825,1951,39.76190476190476
826,1951,34.529411764705884
827,1951,43.0
828,1951,39.57692307692308
829,1951,39.55
830,1951,39.5
831,1951,39.91304347826087
832,1951,40.7
833,1950,39.52173913043478
834,1950,39.38095238095238
835,1950,34.05714285714286
836,1950,41.0
837,1950,41.57142857142857
838,1950,42.05
839,1950,41.310344827586206
841,2011,29.166666666666668
842,2011,29.166666666666668
843,2011,29.166666666666668
844,2011,29.166666666666668
845,2011,29.166666666666668
846,2011,29.166666666666668
847,2011,29.958333333333332
848,2011,29.166666666666668
849,2011,28.666666666666668
850,2011,28.25
851,2011,28.666666666666668
852,2011,28.416666666666668
853,2011,28.416666666666668
854,2011,28.416666666666668
855,2011,28.416666666666668
856,2011,28.416666666666668
857,2011,28.541666666666668
858,2011,28.416666666666668
859,2011,28.416666666666668
860,2012,29.083333333333332
861,2012,29.083333333333332
862,2012,29.083333333333332
863,2012,29.083333333333332
864,2012,29.083333333333332
865,2012,29.083333333333332
866,2012,29.083333333333332
867,2012,29.083333333333332
868,2012,29.083333333333332
869,2012,29.083333333333332
870,2012,29.083333333333332
871,2012,29.083333333333332
872,2012,29.125
873,2012,29.083333333333332
874,2012,29.083333333333332
875,2012,29.083333333333332
876,2012,29.083333333333332
877,2012,29.083333333333332
878,2012,29.083333333333332
879,2012,29.083333333333332
880,2013,27.318181818181817
881,2013,27.318181818181817
882,2013,27.318181818181817
883,2013,27.318181818181817
884,2013,27.318181818181817
885,2013,27.318181818181817
886,2013,27.318181818181817
887,2013,27.318181818181817
888,2013,27.318181818181817
890,2013,27.318181818181817
891,2013,27.318181818181817
892,2013,27.318181818181817
893,2013,27.318181818181817
894,2013,27.318181818181817
895,2013,27.318181818181817
896,2013,27.318181818181817
897,2013,27.318181818181817
898,2013,27.227272727272727
899,2013,27.227272727272727
900,2014,27.181818181818183
901,2014,27.181818181818183
902,2014,27.181818181818183
903,2014,27.181818181818183
904,2014,27.181818181818183
905,2014,27.181818181818183
906,2014,27.181818181818183
907,2014,27.181818181818183
908,2014,27.181818181818183
909,2014,27.181818181818183
910,2014,27.181818181818183
911,2014,27.40909090909091
912,2014,27.181818181818183
913,2014,27.181818181818183
914,2014,27.181818181818183
915,2014,27.285714285714285
916,2014,27.666666666666668
917,2014,27.666666666666668
918,2014,27.45
926,2015,27.11111111111111
927,2015,27.35
928,2015,27.35
929,2015,27.35
930,2015,27.35
931,2015,27.35
932,2015,27.35
933,2015,27.35
934,2015,27.35
936,2015,27.35
937,2015,27.35
938,2015,27.35
939,2015,27.35
940,2015,27.35
941,2015,27.35
942,2015,27.35
943,2015,27.35
944,2015,27.35
945,2015,27.35
948,2016,27.5
949,2016,27.0
950,2016,27.5
951,2016,27.5
952,2016,27.5
953,2016,27.5
954,2016,27.5
955,2016,27.5
956,2016,27.5
957,2016,27.5
958,2016,27.5
959,2016,27.5
960,2016,27.363636363636363
961,2016,27.363636363636363
962,2016,27.363636363636363
963,2016,27.363636363636363
964,2016,27.363636363636363
965,2016,27.363636363636363
966,2016,27.363636363636363
967,2016,27.363636363636363
968,2016,27.363636363636363
969,2017,27.45
970,2017,27.45
971,2017,27.4
972,2017,27.4
973,2017,27.4
974,2017,27.45
975,2017,27.4
976,2017,27.4
977,2017,27.4
978,2017,27.4
979,2017,27.15
980,2017,27.4
981,2017,27.4
982,2017,27.4
983,2017,27.3
984,2017,27.3
985,2017,27.5
986,2017,27.4
987,2017,27.4
988,2017,27.4
989,2018,27.55
990,2018,27.55
991,2018,27.55
992,2018,27.55
993,2018,27.55
994,2018,27.55
995,2018,27.55
996,2018,27.55
997,2018,27.55
998,2018,27.55
999,2018,27.55
1000,2018,27.55
1001,2018,27.55
1002,2018,27.55
1003,2018,27.55
1004,2018,27.55
1005,2018,27.55
1006,2018,27.55
1007,2018,27.55
1008,2018,27.55
1009,2018,27.55
1010,2019,27.5
1011,2019,27.5
1012,2019,27.5
1013,2019,27.5
1014,2019,27.5
1015,2019,27.5
1016,2019,27.5
1017,2019,27.5
1018,2019,27.5
1019,2019,27.5
1020,2019,27.5
1021,2019,27.5
1022,2019,27.5
1023,2019,27.5
1024,2019,27.5
1025,2019,27.5
1026,2019,27.5
1027,2019,27.5
1028,2019,27.5
1029,2019,27.5
1030,2019,27.5
1031,2020,27.5
1032,2020,27.5
1033,2020,27.5
1034,2020,27.65
1035,2020,27.65
1036,2020,27.5
1037,2020,27.5
1038,2020,27.5
1039,2020,27.5
1040,2020,27.5
1041,2020,28.05
1042,2020,27.5
1043,2020,27.5
1044,2020,27.5
1045,2020,27.5
1046,2020,26.5
1047,2020,27.0
1051,2021,27.95
1052,2021,27.95
1053,2021,27.95
1054,2021,27.95
1055,2021,27.95
1056,2021,27.95
1057,2021,27.95
1058,2021,27.95
1059,2021,27.95
1060,2021,27.95
1061,2021,27.95
1062,2021,27.95
1063,2021,27.95
1064,2021,27.7
1065,2021,27.7
1066,2021,27.95
1067,2021,27.95
1069,2021,27.95
1070,2021,27.95
1071,2021,27.95
1072,2021,27.95
1073,2021,27.95
1074,2022,28.15
1075,2022,28.15
1076,2022,28.15
